"","poll_id","state","state.name","pollster","numeric_grade","end_date","sample_size","population","DEM","REP","days.until"
"287",84426,"MT","Montana","Emerson",2.9,2023-10-04,447,"rv",28.3,48.6,398
"288",84427,"WY","Wyoming","Emerson",2.9,2023-10-04,478,"rv",14.8,67.6,398
"289",84428,"TN","Tennessee","Emerson",2.9,2023-10-04,410,"rv",22,55.3,398
"290",84450,"AZ","Arizona","Morning Consult",1.9,2023-10-10,804,"rv",43,47,392
"291",84451,"GA","Georgia","Morning Consult",1.9,2023-10-10,801,"rv",43,48,392
"292",84452,"MI","Michigan","Morning Consult",1.9,2023-10-10,706,"rv",44,44,392
"293",84453,"NV","Nevada","Morning Consult",1.9,2023-10-10,503,"rv",46,43,392
"294",84454,"NC","North Carolina","Morning Consult",1.9,2023-10-10,702,"rv",43,47,392
"295",84455,"PA","Pennsylvania","Morning Consult",1.9,2023-10-10,807,"rv",45,46,392
"296",84456,"WI","Wisconsin","Morning Consult",1.9,2023-10-10,700,"rv",44,46,392
"297",84473,"AK","Alaska","Alaska Survey Research",1.9,2023-10-18,1375,"lv",33,41,384
"298",84478,"NY","New York","Siena",2.7,2023-10-19,1225,"rv",42,34,383
"299",84479,"MO","Missouri","Remington",2.6,2023-10-12,806,"lv",36.5,50.5,390
"300",84488,"TX","Texas","YouGov",3,2023-10-17,1200,"rv",35.8333333333333,35.1666666666667,385
"301",84489,"MA","Massachusetts","UMass Amherst/YouGov",2.4,2023-10-20,700,"a",43,21,382
"302",84491,"TN","Tennessee","Targoz Market Research",1.8,2023-10-16,835,"lv",30,61,386
"303",84491,"TN","Tennessee","Targoz Market Research",1.8,2023-10-16,844,"lv",23,53,386
"304",84491,"TN","Tennessee","Targoz Market Research",1.8,2023-10-16,872,"lv",23,48,386
"305",84491,"TN","Tennessee","Targoz Market Research",1.8,2023-10-16,1075,"rv",29,59,386
"306",84491,"TN","Tennessee","Targoz Market Research",1.8,2023-10-16,1118,"rv",21,52,386
"307",84491,"TN","Tennessee","Targoz Market Research",1.8,2023-10-16,1164,"rv",18,46,386
"308",84492,"PA","Pennsylvania","Franklin and Marshall College",2.4,2023-10-22,873,"rv",44,42,380
"309",84501,"GA","Georgia","Zogby",1.2,2023-10-12,628,"lv",42.45,47.75,390
"310",84522,"NV","Nevada","Tarrance",1.6,2023-10-26,600,"lv",46,46,376
"311",84526,"OH","Ohio","Ohio Northern University Institute for Civics and Public Policy",1.5,2023-10-19,668,"rv",38,39.4,383
"312",84542,"AZ","Arizona","Siena/NYT",3,2023-11-03,603,"lv",40,44.6,368
"313",84542,"AZ","Arizona","Siena/NYT",3,2023-11-03,603,"rv",39.8,44.2,368
"314",84543,"GA","Georgia","Siena/NYT",3,2023-11-03,629,"lv",40.6,44.8,368
"315",84543,"GA","Georgia","Siena/NYT",3,2023-11-03,629,"rv",39.8,43.2,368
"316",84544,"MI","Michigan","Siena/NYT",3,2023-11-03,616,"lv",41.6,43,368
"317",84544,"MI","Michigan","Siena/NYT",3,2023-11-03,616,"rv",39.2,43.2,368
"318",84545,"NV","Nevada","Siena/NYT",3,2023-11-03,611,"lv",39,46.6,368
"319",84545,"NV","Nevada","Siena/NYT",3,2023-11-03,611,"rv",38.8,45,368
"320",84546,"PA","Pennsylvania","Siena/NYT",3,2023-11-03,600,"lv",41.2,45.8,368
"321",84546,"PA","Pennsylvania","Siena/NYT",3,2023-11-03,600,"rv",40.8,44.6,368
"322",84547,"WI","Wisconsin","Siena/NYT",3,2023-11-03,603,"lv",42.6,45.8,368
"323",84547,"WI","Wisconsin","Siena/NYT",3,2023-11-03,603,"rv",42.6,45.4,368
"324",84614,"GA","Georgia","U. Georgia SPIA",2.2,2023-11-03,1002,"lv",42.6,43.5333333333333,368
"325",84615,"CA","California","UC Berkeley",2.5,2023-10-30,4506,"lv",44.5,30,372
"326",84616,"WI","Wisconsin","Marquette Law School",3,2023-11-02,908,"rv",47.3333333333333,50.3333333333333,369
"327",84617,"CA","California","PPIC",2.5,2023-10-19,1395,"lv",60,29,383
"328",84619,"MI","Michigan","Emerson",2.9,2023-11-04,788,"lv",44.4,43,367
"329",84619,"MI","Michigan","Emerson",2.9,2023-11-04,1000,"rv",42.6,41,367
"330",84620,"PA","Pennsylvania","Emerson",2.9,2023-11-04,816,"lv",45.2,49.1,367
"331",84620,"PA","Pennsylvania","Emerson",2.9,2023-11-04,1000,"rv",43.2,46.4,367
"332",84621,"GA","Georgia","Emerson",2.9,2023-11-04,780,"lv",41.4,49.1,367
"333",84621,"GA","Georgia","Emerson",2.9,2023-11-04,1000,"rv",39.7,46.9,367
"334",84622,"WI","Wisconsin","Emerson",2.9,2023-11-04,819,"lv",45,45.2,367
"335",84622,"WI","Wisconsin","Emerson",2.9,2023-11-04,1000,"rv",42.6,43.8,367
"336",84623,"AZ","Arizona","Emerson",2.9,2023-11-04,778,"lv",43.7,45.5,367
"337",84623,"AZ","Arizona","Emerson",2.9,2023-11-04,1000,"rv",40.6,42.8,367
"338",84624,"NV","Nevada","Emerson",2.9,2023-11-04,770,"lv",44.2,47.3,367
"339",84624,"NV","Nevada","Emerson",2.9,2023-11-04,1000,"rv",39.4,46.2,367
"340",84649,"OH","Ohio","Data for Progress",2.6,2023-11-02,597,"lv",43,51,369
"341",84650,"AZ","Arizona","Morning Consult",1.9,2023-11-07,800,"rv",39,43,364
"342",84651,"GA","Georgia","Morning Consult",1.9,2023-11-07,803,"rv",37.5,45.5,364
"343",84652,"MI","Michigan","Morning Consult",1.9,2023-11-07,700,"rv",40.5,40,364
"344",84653,"NV","Nevada","Morning Consult",1.9,2023-11-07,437,"rv",39,42.5,364
"345",84654,"NC","North Carolina","Morning Consult",1.9,2023-11-07,702,"rv",36,45,364
"346",84655,"PA","Pennsylvania","Morning Consult",1.9,2023-11-07,805,"rv",41,44,364
"347",84656,"WI","Wisconsin","Morning Consult",1.9,2023-11-07,675,"rv",41,42.5,364
"348",84665,"NC","North Carolina","Meredith College",1.6,2023-11-05,755,"rv",40,39,366
"349",84666,"AZ","Arizona","Noble Predictive Insights",2.4,2023-10-31,1010,"rv",37.5,43,371
"350",84684,"NH","New Hampshire","Emerson",2.9,2023-11-13,917,"rv",43.8166666666667,41.1166666666667,358
"351",84692,"WA","Washington","Elway",1.9,2023-11-03,403,"rv",38,27,368
"352",84696,"OH","Ohio","Emerson",2.9,2023-11-13,1000,"rv",34.8,47.45,358
"353",84697,"FL","Florida","Florida Atlantic University/Mainstreet Research",NA,2023-11-11,946,"rv",38.55,47.9,360
"354",84702,"WA","Washington","PPP",1.4,2023-11-15,700,"lv",52,38,356
"355",84708,"CA","California","Emerson",2.9,2023-11-14,1000,"rv",48.25,35.125,357
"356",84709,"MI","Michigan","EPIC/MRA",1.9,2023-11-16,600,"lv",38.5,46.5,355
"357",84713,"NY","New York","Siena",2.7,2023-11-15,803,"rv",41.5,32,356
"358",84717,"FL","Florida","Cygnal",2.1,2023-11-15,800,"lv",41.1,45.8333333333333,356
"359",84835,"MN","Minnesota","Embold Research",1.4,2023-11-17,1519,"lv",45,42,354
"360",84841,"VA","Virginia","Roanoke College",2.6,2023-11-20,686,"a",48,44,351
"361",84849,"AZ","Arizona","J.L. Partners",1.6,2023-12-01,550,"lv",38.5,43.5,340
"362",84850,"GA","Georgia","J.L. Partners",1.6,2023-12-01,550,"lv",40,42.5,340
"363",84851,"WI","Wisconsin","J.L. Partners",1.6,2023-12-01,550,"lv",41,36.5,340
"364",84862,"AZ","Arizona","Redfield & Wilton Strategies",1.8,2023-11-29,1103,"lv",33.3333333333333,30.6666666666667,342
"365",84863,"FL","Florida","Redfield & Wilton Strategies",1.8,2023-11-29,897,"lv",33.3333333333333,36.3333333333333,342
"366",84864,"GA","Georgia","Redfield & Wilton Strategies",1.8,2023-11-29,746,"lv",35.3333333333333,35.3333333333333,342
"367",84865,"MI","Michigan","Redfield & Wilton Strategies",1.8,2023-11-29,874,"lv",38,31.3333333333333,342
"368",84866,"NC","North Carolina","Redfield & Wilton Strategies",1.8,2023-11-29,620,"lv",34,39.3333333333333,342
"369",84867,"PA","Pennsylvania","Redfield & Wilton Strategies",1.8,2023-11-29,887,"lv",36.6666666666667,34.6666666666667,342
"370",84873,"NE","Nebraska","Change Research",1.4,2023-11-16,1048,"lv",35,53,355
"371",84887,"CA","California","PPIC",2.5,2023-11-16,1113,"lv",54,30,355
"372",84962,"MI","Michigan","CNN/SSRS",2.8,2023-12-06,1197,"rv",37.75,47,335
"373",84963,"GA","Georgia","CNN/SSRS",2.8,2023-12-07,1068,"rv",42.25,46.25,334
"374",85330,"AZ","Arizona","Tulchin Research",0.9,2023-11-20,800,"lv",42,42,351
"375",85338,"AZ","Arizona","Morning Consult",1.9,2023-12-06,796,"rv",39.5,43,335
"376",85339,"GA","Georgia","Morning Consult",1.9,2023-12-06,801,"rv",40,46.5,335
"377",85340,"MI","Michigan","Morning Consult",1.9,2023-12-06,703,"rv",38.5,42.5,335
"378",85341,"NV","Nevada","Morning Consult",1.9,2023-12-06,451,"rv",40.5,44.5,335
"379",85342,"NC","North Carolina","Morning Consult",1.9,2023-12-06,704,"rv",37,47,335
"380",85343,"PA","Pennsylvania","Morning Consult",1.9,2023-12-06,799,"rv",41,42.5,335
"381",85344,"WI","Wisconsin","Morning Consult",1.9,2023-12-06,681,"rv",37.5,42.5,335
"382",85345,"TN","Tennessee","SSRS",2.4,2023-12-02,502,"rv",26,45,339
"383",85361,"CO","Colorado","Cygnal/Aspect Strategic",NA,2023-11-27,652,"lv",45,36.2,344
"384",85416,"TN","Tennessee","Siena",2.7,2023-11-10,805,"a",20,49,361
"385",85435,"AZ","Arizona","Bullfinch",NA,2023-12-18,600,"rv",40,50,323
"386",85436,"PA","Pennsylvania","Bullfinch",NA,2023-12-18,600,"rv",45,45,323
"387",85449,"AZ","Arizona","VCreek/AMG",1.1,2023-12-08,694,"lv",34.5,40.75,333
"388",85450,"PA","Pennsylvania","Muhlenberg",2.8,2023-12-13,421,"rv",41,38.75,328
"389",85451,"TX","Texas","YouGov",3,2023-12-10,1200,"rv",36.6,38.6,331
"390",85456,"IA","Iowa","Emerson",2.9,2023-12-17,1094,"rv",39.6,48.2,324
"391",85460,"NH","New Hampshire","St. Anselm",2.4,2023-12-19,1711,"lv",49,39,322
"392",85533,"TN","Tennessee","Targoz Market Research",1.8,2023-12-28,929,"lv",28,57,313
"393",85533,"TN","Tennessee","Targoz Market Research",1.8,2023-12-28,1187,"rv",26.5,54.5,313
"394",85538,"VA","Virginia","Mason-Dixon",2.6,2023-12-19,625,"rv",45.5,39.5,322
"395",85542,"IA","Iowa","John Zogby Strategies",1.8,2024-01-04,500,"lv",39,51,306
"396",85543,"MI","Michigan","John Zogby Strategies",1.8,2024-01-04,602,"lv",44,47,306
"397",85546,"AZ","Arizona","Redfield & Wilton Strategies",1.8,2023-12-30,808,"lv",35,41,311
"398",85547,"FL","Florida","Redfield & Wilton Strategies",1.8,2023-12-30,1147,"lv",34,45,311
"399",85548,"GA","Georgia","Redfield & Wilton Strategies",1.8,2023-12-30,953,"lv",34,42,311
"400",85549,"MI","Michigan","Redfield & Wilton Strategies",1.8,2023-12-30,832,"lv",37,39,311
"401",85550,"NC","North Carolina","Redfield & Wilton Strategies",1.8,2023-12-30,1220,"lv",33,37,311
"402",85551,"PA","Pennsylvania","Redfield & Wilton Strategies",1.8,2023-12-30,1069,"lv",39,40,311
"403",85554,"PA","Pennsylvania","Change Research",1.4,2023-12-07,NA,"rv",40,46,334
"404",85555,"NV","Nevada","Change Research",1.4,2023-12-07,NA,"rv",40,44,334
"405",85563,"NV","Nevada","Emerson",2.9,2024-01-08,1294,"rv",42.05,44.6,302
"406",85564,"NH","New Hampshire","Suffolk",2.9,2024-01-07,1000,"lv",41.5,34.1,303
"407",85576,"MI","Michigan","Glengariff Group Inc.",1.5,2024-01-06,600,"lv",38.2,44.4,304
"408",85584,"PA","Pennsylvania","Quinnipiac",2.8,2024-01-08,1680,"rv",45,42.5,302
"409",85595,"ME","Maine","Digital Research",1.4,2023-11-02,614,"rv",36,35,369
"410",85596,"ME","Maine CD-1","Digital Research",1.4,2023-11-02,307,"rv",43,27,369
"411",85597,"ME","Maine CD-2","Digital Research",1.4,2023-11-02,307,"rv",28,42,369
"412",85602,"MI","Michigan","Target Insyght",1,2024-01-10,800,"rv",45,41,300
"413",85604,"CA","California","UC Berkeley",2.5,2024-01-08,4470,"lv",51.5,34,302
"414",85620,"GA","Georgia","U. Georgia SPIA",2.2,2024-01-11,1007,"rv",36.9,44.7,299
"415",85646,"TX","Texas","Emerson",2.9,2024-01-15,1315,"rv",38.5,47.2,295
"416",85648,"CA","California","Emerson",2.9,2024-01-14,1087,"rv",50.45,32.7,296
"417",85655,"NH","New Hampshire","Marist",2.9,2024-01-17,1157,"rv",47.75,43.75,293
"418",85667,"NY","New York","Siena",2.7,2024-01-17,807,"rv",43.5,34.5,293
"419",85675,"VA","Virginia","Virginia Commonwealth U.",2.1,2024-01-13,812,"a",41,40.6666666666667,297
"420",85694,"PA","Pennsylvania","Susquehanna",2.3,2024-01-21,745,"lv",46.8,39.3,289
"421",85733,"CO","Colorado","YouGov",3,2023-12-18,800,"a",46.5,36.5,323
"422",85736,"TX","Texas","U. Houston",2.2,2024-01-24,1145,"lv",39.3333333333333,48,286
"423",85751,"UT","Utah","Dan Jones",1.9,2024-01-21,801,"rv",33,43,289
"424",85765,"AZ","Arizona","Morning Consult",1.9,2024-01-21,800,"rv",39.5,45,289
"425",85766,"GA","Georgia","Morning Consult",1.9,2024-01-21,798,"rv",39,46.5,289
"426",85767,"MI","Michigan","Morning Consult",1.9,2024-01-21,703,"rv",39.5,45,289
"427",85768,"NV","Nevada","Morning Consult",1.9,2024-01-21,457,"rv",35.5,45.5,289
"428",85769,"NC","North Carolina","Morning Consult",1.9,2024-01-21,706,"rv",35.5,47,289
"429",85770,"PA","Pennsylvania","Morning Consult",1.9,2024-01-21,795,"rv",42.5,45.5,289
"430",85771,"WI","Wisconsin","Morning Consult",1.9,2024-01-21,697,"rv",39.5,46,289
"431",85794,"OH","Ohio","Emerson",2.9,2024-01-25,1844,"rv",35.8,46.8,285
"432",85797,"PA","Pennsylvania","Franklin and Marshall College",2.4,2024-01-28,499,"rv",42,37,282
"433",85797,"PA","Pennsylvania","Franklin and Marshall College",2.4,2024-01-28,507,"rv",43,42,282
"434",85798,"MN","Minnesota","SurveyUSA",2.8,2024-01-29,1594,"lv",42,39,281
"435",85801,"CA","California","USC Dornsife/CSU Long Beach/Cal Poly Pomona",NA,2024-01-29,1416,"lv",53,25,281
"436",85825,"MO","Missouri","Emerson",2.9,2024-01-28,1830,"rv",31.9,49.4,282
"437",85827,"WI","Wisconsin","Beacon/Shaw",2.8,2024-01-30,1172,"rv",41,39,280
"438",85828,"GA","Georgia","Beacon/Shaw",2.8,2024-01-30,1119,"rv",38.3333333333333,41.6666666666667,280
"439",85829,"CO","Colorado","Emerson",2.9,2024-01-28,1856,"rv",41,35,282
"440",85830,"SD","South Dakota","Emerson",2.9,2024-01-28,1777,"rv",26.4,55.3,282
"441",85834,"AZ","Arizona","J.L. Partners",1.6,2024-02-01,500,"rv",41,45,278
"442",85843,"NC","North Carolina","Meredith College",1.6,2024-01-31,760,"rv",39,44,279
"443",85862,"MA","Massachusetts","Suffolk",2.9,2024-02-05,1000,"rv",45.4,25.5,274
"444",85865,"TX","Texas","Redfield & Wilton Strategies",1.8,2024-02-03,605,"lv",33.5,37,276
"445",85891,"WI","Wisconsin","Marquette Law School",3,2024-01-31,808,"lv",43.3333333333333,49.3333333333333,279
"446",85891,"WI","Wisconsin","Marquette Law School",3,2024-01-31,930,"rv",42.3333333333333,48.6666666666667,279
"447",85892,"CO","Colorado","Global Strategy Group",1.8,2024-01-28,801,"rv",49,41,282
"448",85907,"NC","North Carolina","North Star Opinion Research",1.1,2024-02-04,600,"lv",32,39,275
"449",85914,"PA","Pennsylvania","Chism Strategies",2.4,2024-02-08,500,"rv",32,40,271
"450",85936,"SC","South Carolina","Florida Atlantic University/Mainstreet Research",NA,2024-02-08,643,"lv",35.9,53.6,271
"451",85936,"SC","South Carolina","Florida Atlantic University/Mainstreet Research",NA,2024-02-08,679,"rv",34.3,51.6,271
"452",85939,"SC","South Carolina","Winthrop U.",2.5,2024-02-10,1717,"rv",32,48.5,269
"453",85940,"MD","Maryland","Gonzales Research & Media Services",1.2,2024-02-02,815,"rv",49.3333333333333,32,277
"454",85960,"MI","Michigan","Beacon/Shaw",2.8,2024-02-12,1106,"rv",39.75,39.5,267
"455",85961,"NC","North Carolina","Beacon/Shaw",2.8,2024-02-12,1099,"rv",39,43.25,267
"456",85962,"MD","Maryland","Emerson",2.9,2024-02-13,1000,"rv",50.6,31.7,266
"457",85964,"TX","Texas","National Public Affairs",NA,2024-02-08,807,"lv",35,42,271
"458",85968,"MT","Montana","SurveyUSA",2.8,2024-02-15,549,"lv",29,51,264
"459",85971,"NC","North Carolina","East Carolina University",2.6,2024-02-12,1207,"rv",41.55,39.2,267
"460",85973,"WA","Washington","PPP",1.4,2024-02-14,789,"lv",54,38,265
"461",85994,"SC","South Carolina","The Citadel",NA,2024-02-11,1000,"rv",30,48.5,268
"462",86060,"IA","Iowa","Cygnal",2.1,2024-02-13,600,"lv",40,49.2,266
"463",86065,"TX","Texas","YouGov",3,2024-02-12,1200,"rv",39,41.3333333333333,267
"464",86066,"SC","South Carolina","Emerson",2.9,2024-02-16,1197,"rv",36.7,50.6,263
"465",86067,"PA","Pennsylvania","Emerson",2.9,2024-02-16,1000,"rv",38.1,46.05,263
"466",86068,"CA","California","Emerson",2.9,2024-02-18,1000,"rv",52.1,31.65,261
"467",86069,"NY","New York","Siena",2.7,2024-02-14,806,"rv",45,34,265
"468",86140,"MI","Michigan","EPIC/MRA",1.9,2024-02-18,600,"lv",41,45,261
"469",86141,"NC","North Carolina","Emerson",2.9,2024-02-16,1000,"rv",38.775,47.9,263
"470",86143,"GA","Georgia","Emerson",2.9,2024-02-16,1000,"rv",37.8,48.6,263
"471",86164,"NV","Nevada","Emerson",2.9,2024-02-19,1000,"rv",36.225,46.725,260
"472",86165,"AZ","Arizona","Emerson",2.9,2024-02-19,1000,"rv",38.575,45.775,260
"473",86174,"CA","California","PPIC",2.5,2024-02-13,1075,"lv",55,32,266
"474",86181,"MI","Michigan","Emerson",2.9,2024-02-24,1000,"rv",41.35,44.2,255
"475",86186,"PA","Pennsylvania","Public Opinion Strategies",1.6,2024-01-25,800,"lv",42,48,285
"476",86187,"ME","Maine","Pan Atlantic Research",2.1,2024-02-14,791,"lv",32,38,265
"477",86188,"ME","Maine CD-1","Pan Atlantic Research",2.1,2024-02-14,NA,"lv",39,31,265
"478",86189,"ME","Maine CD-2","Pan Atlantic Research",2.1,2024-02-14,NA,"lv",25,45,265
"479",86191,"WI","Wisconsin","Kaplan Strategies",2,2024-02-23,941,"rv",39,41,256
"480",86192,"MI","Michigan","North Star Opinion Research",1.1,2024-02-25,600,"lv",43,43,254
"481",86193,"MI","Michigan","Kaplan Strategies",2,2024-02-23,1019,"rv",36,46,256
"482",86194,"WI","Wisconsin","Emerson",2.9,2024-02-24,1000,"rv",39.725,44.425,255
"483",86220,"AZ","Arizona","Rasmussen",2.1,2024-02-26,1001,"lv",40,47,253
"484",86229,"CA","California","Emerson",2.9,2024-02-27,1000,"lv",53.65,33.3,252
"485",86230,"AZ","Arizona","Morning Consult",1.9,2024-02-18,798,"rv",39.5,47,261
"486",86231,"GA","Georgia","Morning Consult",1.9,2024-02-18,800,"rv",40.5,47,261
"487",86232,"MI","Michigan","Morning Consult",1.9,2024-02-18,702,"rv",42,43.5,261
"488",86233,"NV","Nevada","Morning Consult",1.9,2024-02-18,445,"rv",39.5,46,261
"489",86234,"NC","North Carolina","Morning Consult",1.9,2024-02-18,705,"rv",38,47.5,261
"490",86235,"PA","Pennsylvania","Morning Consult",1.9,2024-02-18,803,"rv",39.5,47,261
"491",86236,"WI","Wisconsin","Morning Consult",1.9,2024-02-18,702,"rv",38.5,43.5,261
"492",86238,"TX","Texas","University of Texas at Tyler",1.8,2024-02-26,1167,"rv",37.75,40.5,253
"493",86240,"CA","California","UC Berkeley",2.5,2024-02-26,6536,"rv",46,31,253
"494",86241,"VA","Virginia","Roanoke College",2.6,2024-02-19,705,"a",43.5,46,260
"495",86245,"MI","Michigan","Focaldata",NA,2024-01-23,933,"a",41,43,287
"496",86245,"MI","Michigan","Focaldata",NA,2024-01-23,NA,"lv",50.6,49.4,287
"497",86246,"WI","Wisconsin","Focaldata",NA,2024-01-23,863,"a",38,43,287
"498",86246,"WI","Wisconsin","Focaldata",NA,2024-01-23,NA,"lv",49.3,50.7,287
"499",86247,"GA","Georgia","Focaldata",NA,2024-01-23,887,"a",36,45,287
"500",86247,"GA","Georgia","Focaldata",NA,2024-01-23,NA,"lv",48.3,51.7,287
"501",86248,"PA","Pennsylvania","Focaldata",NA,2024-01-23,834,"a",38,46,287
"502",86248,"PA","Pennsylvania","Focaldata",NA,2024-01-23,NA,"lv",48.6,51.4,287
"503",86249,"AZ","Arizona","Focaldata",NA,2024-01-23,783,"a",39,43,287
"504",86249,"AZ","Arizona","Focaldata",NA,2024-01-23,NA,"lv",49.6,50.4,287
"505",86250,"NV","Nevada","Focaldata",NA,2024-01-23,704,"a",40,43,287
"506",86250,"NV","Nevada","Focaldata",NA,2024-01-23,NA,"lv",49,51,287
"507",86266,"MN","Minnesota","SurveyUSA",2.8,2024-02-28,1603,"lv",42,38,251
"508",86274,"PA","Pennsylvania","Axis Research",NA,2024-02-27,601,"rv",39.5,29,252
"509",86275,"IA","Iowa","Selzer",2.8,2024-02-28,640,"lv",33,48,251
"510",86296,"MT","Montana","Emerson",2.9,2024-03-02,1000,"rv",31.65,52.05,248
"511",86301,"IN","Indiana","Emerson",2.9,2024-03-05,1000,"rv",31.15,49.65,245
"512",86304,"AL","Alabama","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,179,"lv",37.8,57.4,247
"513",86304,"AL","Alabama","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,191,"rv",36.5,55.7,247
"514",86305,"CA","California","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,692,"lv",56.3,37.4,247
"515",86305,"CA","California","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,740,"rv",54.4,36.3,247
"516",86306,"CO","Colorado","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,170,"lv",48.3,44.1,247
"517",86306,"CO","Colorado","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,179,"rv",47.6,42.6,247
"518",86307,"MA","Massachusetts","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,263,"lv",58.8,33.7,247
"519",86307,"MA","Massachusetts","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,271,"rv",57.8,33.5,247
"520",86308,"NC","North Carolina","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,251,"lv",40.2,53.9,247
"521",86308,"NC","North Carolina","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,270,"rv",40.1,52,247
"522",86309,"TN","Tennessee","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,201,"lv",34.4,58.9,247
"523",86309,"TN","Tennessee","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,216,"rv",34.2,58.4,247
"524",86310,"TX","Texas","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,458,"lv",42.3,50.9,247
"525",86310,"TX","Texas","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,489,"rv",41.5,49.9,247
"526",86311,"VA","Virginia","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,368,"lv",48.6,42.4,247
"527",86311,"VA","Virginia","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,394,"rv",46.9,41.8,247
"528",86313,"MN","Minnesota","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,125,"lv",46.3,38.7,247
"529",86313,"MN","Minnesota","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,125,"rv",46.3,38.7,247
"530",86314,"UT","Utah","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,166,"lv",38.2,45.9,247
"531",86314,"UT","Utah","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,174,"rv",37,46.3,247
"532",86315,"VT","Vermont","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,111,"lv",59.3,28.4,247
"533",86315,"VT","Vermont","Florida Atlantic University/Mainstreet Research",NA,2024-03-03,117,"rv",58.2,27.9,247
"534",86316,"AK","Alaska","Data for Progress",2.6,2024-03-02,1120,"lv",41,53,248
"535",86328,"GA","Georgia","Emerson",2.9,2024-03-07,1000,"rv",42.55,48.1,243
"536",86329,"NC","North Carolina","SurveyUSA",2.8,2024-03-09,598,"lv",45,50,241
"537",86352,"NC","North Carolina","Cygnal",2.1,2024-03-07,600,"lv",39.8,45.2,243
"538",86457,"GA","Georgia","YouGov",3,2024-03-11,1126,"lv",48,51,239
"539",86461,"OH","Ohio","Emerson",2.9,2024-03-10,1300,"rv",41.3,51.25,240
"540",86466,"PA","Pennsylvania","Beacon/Shaw",2.8,2024-03-11,1149,"rv",44.5,45.5,239
"541",86467,"AZ","Arizona","Beacon/Shaw",2.8,2024-03-11,1121,"rv",42,46,239
"542",86468,"NV","Nevada","Noble Predictive Insights",2.4,2024-03-05,829,"rv",36.5,42.5,245
"543",86469,"OH","Ohio","SurveyUSA",2.8,2024-03-11,1241,"rv",35,49.4,239
"544",86470,"PA","Pennsylvania","Emerson",2.9,2024-03-13,1000,"rv",44.2,47.75,237
"545",86472,"MI","Michigan","Quinnipiac",2.8,2024-03-12,1487,"rv",40.5,44.5,238
"546",86474,"OH","Ohio","East Carolina University",2.6,2024-03-11,1298,"lv",37.6,48.1,239
"547",86477,"FL","Florida","St. Pete Polls",2.4,2024-03-13,1963,"lv",41.7,47.5,237
"548",86478,"OH","Ohio","Florida Atlantic University/Mainstreet Research",NA,2024-03-13,705,"lv",40.4,51,237
"549",86478,"OH","Ohio","Florida Atlantic University/Mainstreet Research",NA,2024-03-13,753,"rv",39.5,50.4,237
"550",86492,"AZ","Arizona","North Star Opinion Research",1.1,2024-03-17,600,"lv",37.5,41.5,233
"551",86494,"GA","Georgia","Marist",2.9,2024-03-14,1177,"rv",43.5,48,236
"552",86495,"NC","North Carolina","Marist",2.9,2024-03-14,1197,"rv",45.5,48.5,236
"553",86496,"AZ","Arizona","Emerson",2.9,2024-03-15,1000,"rv",42.8,49.05,235
"554",86497,"NV","Nevada","Emerson",2.9,2024-03-15,1000,"rv",42.35,46.15,235
"555",86502,"MI","Michigan","Emerson",2.9,2024-03-18,1000,"rv",46.6,46.0333333333333,232
"556",86503,"WI","Wisconsin","Emerson",2.9,2024-03-18,1000,"rv",43.9,47.6,232
"557",86509,"MI","Michigan","CNN/SSRS",2.8,2024-03-18,1097,"rv",38,45,232
"558",86510,"PA","Pennsylvania","CNN/SSRS",2.8,2024-03-18,1132,"rv",42,43,232
"559",86511,"MI","Michigan","Mitchell",2.4,2024-03-16,627,"lv",43,45.5,234
"560",86528,"AZ","Arizona","Redfield & Wilton Strategies",1.8,2024-03-17,516,"lv",41,44,233
"561",86529,"FL","Florida","Redfield & Wilton Strategies",1.8,2024-03-17,875,"lv",39,46,233
"562",86530,"GA","Georgia","Redfield & Wilton Strategies",1.8,2024-03-17,760,"lv",41,44,233
"563",86531,"MI","Michigan","Redfield & Wilton Strategies",1.8,2024-03-17,616,"lv",39,41,233
"564",86532,"NC","North Carolina","Redfield & Wilton Strategies",1.8,2024-03-17,642,"lv",39,43,233
"565",86533,"PA","Pennsylvania","Redfield & Wilton Strategies",1.8,2024-03-17,775,"lv",41,44,233
